1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,13,26,,402,,2017-09-01 12:38:35 PM,40.7403432,,-73.98955109,,Broadway & E 22 St,,Broadway & E 22 St,1,In Service,False,39
,10,21,,403,,2017-09-01 12:39:19 PM,40.72502876,,-73.99069656,,E 2 St & 2 Ave,,E 2 St & 2 Ave,1,In Service,False,31
,37,2,,405,,2017-09-01 12:38:06 PM,40.739323,,-74.008119,,Washington St & Gansevoort St,,Washington St & Gansevoort St,1,In Service,False,40
,1,32,,406,,2017-09-01 12:38:53 PM,40.69512845,,-73.99595065,,Hicks St & Montague St,,Hicks St & Montague St,1,In Service,False,34
,1,35,,407,,2017-09-01 12:36:07 PM,40.700469,,-73.991454,,Henry St & Poplar St,,Henry St & Poplar St,1,In Service,False,37
,10,13,,408,,2017-09-01 12:37:39 PM,40.71076228,,-73.99400398,,Market St & Cherry St,,Market St & Cherry St,1,In Service,False,23
,5,14,,409,,2017-09-01 12:38:53 PM,40.6906495,,-73.95643107,,DeKalb Ave & Skillman St,,DeKalb Ave & Skillman St,1,In Service,False,19
,2,31,,410,,2017-09-01 12:37:01 PM,40.72066442,,-73.98517977,,Suffolk St & Stanton St,,Suffolk St & Stanton St,1,In Service,False,35
,1,21,,411,,2017-09-01 12:36:06 PM,40.72228087,,-73.97668709,,E 6 St & Avenue D,,E 6 St & Avenue D,1,In Service,False,23
,29,0,,412,,2017-09-01 12:39:19 PM,40.7158155,,-73.99422366,,Forsyth St & Canal St,,Forsyth St & Canal St,1,In Service,False,29
,20,2,,414,,2017-09-01 12:38:13 PM,40.70281858,,-73.98765762,,Pearl St & Anchorage Pl,,Pearl St & Anchorage Pl,1,In Service,False,24
,27,15,,415,,2017-09-01 12:37:57 PM,40.7047177,,-74.00926027,,Pearl St & Hanover Square,,Pearl St & Hanover Square,1,In Service,False,42
,9,22,,416,,2017-09-01 12:36:47 PM,40.68753406,,-73.97265183,,Cumberland St & Lafayette Ave,,Cumberland St & Lafayette Ave,1,In Service,False,31
,22,0,,417,,2017-09-01 12:38:55 PM,40.71291224,,-74.01020234,,Barclay St & Church St,,Barclay St & Church St,1,In Service,False,23
,22,0,,418,,2017-09-01 12:36:45 PM,40.70224,,-73.982578,,Front St & Gold St,,Front St & Gold St,1,In Service,False,23
,11,10,,419,,2017-09-01 12:38:48 PM,40.69580705,,-73.97355569,,Carlton Ave & Park Ave,,Carlton Ave & Park Ave,1,In Service,False,23
,0,7,,420,,2017-08-14 11:43:02 AM,40.68764484,,-73.96968902,,Clermont Ave & Lafayette Ave,,Clermont Ave & Lafayette Ave,3,Not In Service,False,7
,0,3,,421,,2017-08-15 12:17:59 PM,40.69573398,,-73.97129668,,Clermont Ave & Park Ave,,Clermont Ave & Park Ave,3,Not In Service,False,3
,0,55,,422,,2017-09-01 12:38:34 PM,40.770513,,-73.988038,,W 59 St & 10 Ave,,W 59 St & 10 Ave,1,In Service,False,55
,5,33,,423,,2017-09-01 12:38:55 PM,40.76584941,,-73.98690506,,W 54 St & 9 Ave,,W 54 St & 9 Ave,1,In Service,False,39
,11,11,,426,,2017-09-01 12:36:43 PM,40.71754834,,-74.01322069,,West St & Chambers St,,West St & Chambers St,1,In Service,False,30
,32,15,,427,,2017-09-01 12:39:10 PM,40.701907,,-74.013942,,Bus Slip & State St,,Bus Slip & State St,1,In Service,False,47
,1,27,,428,,2017-09-01 12:37:48 PM,40.72467721,,-73.98783413,,E 3 St & 1 Ave,,E 3 St & 1 Ave,1,In Service,False,31
,21,6,,430,,2017-09-01 12:38:45 PM,40.7014851,,-73.98656928,,York St & Jay St,,York St & Jay St,1,In Service,False,27
,0,29,,432,,2017-09-01 12:36:21 PM,40.72621788,,-73.98379855,,E 7 St & Avenue A,,E 7 St & Avenue A,1,In Service,False,29
,0,39,,433,,2017-09-01 12:38:09 PM,40.72955361,,-73.98057249,,E 13 St & Avenue A,,E 13 St & Avenue A,1,In Service,False,39
,19,7,,434,,2017-09-01 12:36:00 PM,40.74317449,,-74.00366443,,9 Ave & W 18 St,,9 Ave & W 18 St,1,In Service,False,27
,35,12,,435,,2017-09-01 12:38:28 PM,40.74173969,,-73.99415556,,W 21 St & 6 Ave,,W 21 St & 6 Ave,1,In Service,False,47
,15,11,,436,,2017-09-01 12:37:11 PM,40.68216564,,-73.95399026,,Hancock St & Bedford Ave,,Hancock St & Bedford Ave,1,In Service,False,27
,9,15,,437,,2017-09-01 12:36:11 PM,40.6809833854,,-73.9500479759,,Macon St & Nostrand Ave,,Macon St & Nostrand Ave,1,In Service,False,24
,1,30,,438,,2017-09-01 12:39:14 PM,40.72779126,,-73.98564945,,St Marks Pl & 1 Ave,,St Marks Pl & 1 Ave,1,In Service,False,31
,4,35,,439,,2017-09-01 12:36:07 PM,40.7262807,,-73.98978041,,E 4 St & 2 Ave,,E 4 St & 2 Ave,1,In Service,False,39
,19,13,,440,,2017-09-01 12:35:54 PM,40.75255434,,-73.97282625,,E 45 St & 3 Ave,,E 45 St & 3 Ave,1,In Service,False,32
,1,34,,441,,2017-09-01 12:39:04 PM,40.756014,,-73.967416,,E 52 St & 2 Ave,,E 52 St & 2 Ave,1,In Service,False,35
,35,12,,442,,2017-09-01 12:37:44 PM,40.746647,,-73.993915,,W 27 St & 7 Ave,,W 27 St & 7 Ave,1,In Service,False,51
,5,18,,443,,2017-09-01 12:38:11 PM,40.70853074,,-73.96408963,,Bedford Ave & S 9 St,,Bedford Ave & S 9 St,1,In Service,False,23
,47,5,,444,,2017-09-01 12:37:49 PM,40.7423543,,-73.98915076,,Broadway & W 24 St,,Broadway & W 24 St,1,In Service,False,52
,1,41,,445,,2017-09-01 12:37:51 PM,40.72740794,,-73.98142006,,E 10 St & Avenue A,,E 10 St & Avenue A,1,In Service,False,42
,3,34,,446,,2017-09-01 12:39:21 PM,40.74487634,,-73.99529885,,W 24 St & 7 Ave,,W 24 St & 7 Ave,1,In Service,False,39
,1,30,,447,,2017-09-01 12:37:17 PM,40.76370739,,-73.9851615,,8 Ave & W 52 St,,8 Ave & W 52 St,1,In Service,False,31
,3,27,,448,,2017-09-01 12:39:19 PM,40.75660359,,-73.9979009,,W 37 St & 10 Ave,,W 37 St & 10 Ave,1,In Service,False,31
,3,28,,449,,2017-09-01 12:38:07 PM,40.76461837,,-73.98789473,,W 52 St & 9 Ave,,W 52 St & 9 Ave,1,In Service,False,31
,0,59,,450,,2017-09-01 12:38:58 PM,40.76227205,,-73.98788205,,W 49 St & 8 Ave,,W 49 St & 8 Ave,1,In Service,False,59
,3,33,,453,,2017-09-01 12:37:35 PM,40.74475148,,-73.99915362,,W 22 St & 8 Ave,,W 22 St & 8 Ave,1,In Service,False,39
,1,34,,454,,2017-09-01 12:37:58 PM,40.75455731,,-73.96592976,,E 51 St & 1 Ave,,E 51 St & 1 Ave,1,In Service,False,35
,38,0,,455,,2017-09-01 12:38:58 PM,40.75001986,,-73.96905301,,1 Ave & E 44 St,,1 Ave & E 44 St,1,In Service,False,39
,27,8,,456,,2017-09-01 12:36:52 PM,40.7597108,,-73.97402311,,E 53 St & Madison Ave,,E 53 St & Madison Ave,1,In Service,False,35
,12,27,,457,,2017-09-01 12:39:18 PM,40.76695317,,-73.98169333,,Broadway & W 58 St,,Broadway & W 58 St,1,In Service,False,39
,29,2,,458,,2017-09-01 12:38:48 PM,40.751396,,-74.005226,,11 Ave & W 27 St,,11 Ave & W 27 St,1,In Service,False,31
,47,1,,459,,2017-09-01 12:37:52 PM,40.746745,,-74.007756,,W 20 St & 11 Ave,,W 20 St & 11 Ave,1,In Service,False,49
,16,6,,460,,2017-09-01 12:38:51 PM,40.71285887,,-73.96590294,,S 4 St & Wythe Ave,,S 4 St & Wythe Ave,1,In Service,False,23
,0,38,,461,,2017-09-01 12:39:09 PM,40.73587678,,-73.98205027,,E 20 St & 2 Ave,,E 20 St & 2 Ave,1,In Service,False,39
,39,7,,462,,2017-09-01 12:37:38 PM,40.74691959,,-74.00451887,,W 22 St & 10 Ave,,W 22 St & 10 Ave,1,In Service,False,47
,19,18,,465,,2017-09-01 12:38:04 PM,40.75513557,,-73.98658032,,Broadway & W 41 St,,Broadway & W 41 St,1,In Service,False,39
,7,18,,466,,2017-09-01 12:35:47 PM,40.74395411,,-73.99144871,,W 25 St & 6 Ave,,W 25 St & 6 Ave,1,In Service,False,35
,31,2,,467,,2017-09-01 12:37:57 PM,40.68312489,,-73.97895137,,Dean St & 4 Ave,,Dean St & 4 Ave,1,In Service,False,34
,23,36,,468,,2017-09-01 12:36:23 PM,40.7652654,,-73.98192338,,Broadway & W 56 St,,Broadway & W 56 St,1,In Service,False,59
,26,31,,469,,2017-09-01 12:36:08 PM,40.76344058,,-73.98268129,,Broadway & W 53 St,,Broadway & W 53 St,1,In Service,False,57
,1,34,,470,,2017-09-01 12:35:38 PM,40.74345335,,-74.00004031,,W 20 St & 8 Ave,,W 20 St & 8 Ave,1,In Service,False,37
,6,25,,471,,2017-09-01 12:37:55 PM,40.71286844,,-73.95698119,,Grand St & Havemeyer St,,Grand St & Havemeyer St,1,In Service,False,31
,18,21,,472,,2017-09-01 12:37:07 PM,40.7457121,,-73.98194829,,E 32 St & Park Ave,,E 32 St & Park Ave,1,In Service,False,41
,16,21,,473,,2017-09-01 12:36:32 PM,40.72110063,,-73.9919254,,Rivington St & Chrystie St,,Rivington St & Chrystie St,1,In Service,False,38
,16,21,,474,,2017-09-01 12:36:42 PM,40.7451677,,-73.98683077,,5 Ave & E 29 St,,5 Ave & E 29 St,1,In Service,False,39
,2,45,,476,,2017-09-01 12:36:34 PM,40.74394314,,-73.97966069,,E 31 St & 3 Ave,,E 31 St & 3 Ave,1,In Service,False,47
,11,47,,477,,2017-09-01 12:38:59 PM,40.75640548,,-73.9900262,,W 41 St & 8 Ave,,W 41 St & 8 Ave,1,In Service,False,59
,4,27,,478,,2017-09-01 12:38:22 PM,40.76030096,,-73.99884222,,11 Ave & W 41 St,,11 Ave & W 41 St,1,In Service,False,31
,0,29,,479,,2017-09-01 12:39:15 PM,40.76019252,,-73.9912551,,9 Ave & W 45 St,,9 Ave & W 45 St,1,In Service,False,31
,2,25,,480,,2017-09-01 12:37:33 PM,40.76669671,,-73.99061728,,W 53 St & 10 Ave,,W 53 St & 10 Ave,1,In Service,False,27
,8,17,,481,,2017-09-01 12:37:55 PM,40.71260486,,-73.96264403,,S 3 St & Bedford Ave,,S 3 St & Bedford Ave,1,In Service,False,25
,12,26,,482,,2017-09-01 12:37:28 PM,40.73935542,,-73.99931783,,W 15 St & 7 Ave,,W 15 St & 7 Ave,1,In Service,False,39
,17,18,,483,,2017-09-01 12:36:37 PM,40.73223272,,-73.98889957,,E 12 St & 3 Ave,,E 12 St & 3 Ave,1,In Service,False,35
,40,2,,484,,2017-09-01 12:39:20 PM,40.75500254,,-73.98014437,,W 44 St & 5 Ave,,W 44 St & 5 Ave,1,In Service,False,44
,25,14,,485,,2017-09-01 12:36:03 PM,40.75038009,,-73.98338988,,W 37 St & 5 Ave,,W 37 St & 5 Ave,1,In Service,False,39
,24,15,,486,,2017-09-01 12:39:21 PM,40.7462009,,-73.98855723,,Broadway & W 29 St,,Broadway & W 29 St,1,In Service,False,39
,0,33,,487,,2017-09-01 12:37:54 PM,40.73314259,,-73.97573881,,E 20 St & FDR Drive,,E 20 St & FDR Drive,1,In Service,False,36
,0,0,,488,,1969-12-31 07:00:00 PM,40.75645824,,-73.99372222,,W 39 St & 9 Ave,,W 39 St & 9 Ave,3,Not In Service,False,0
,15,43,,490,,2017-09-01 12:36:57 PM,40.751551,,-73.993934,,8 Ave & W 33 St,,8 Ave & W 33 St,1,In Service,False,59
,13,37,,491,,2017-09-01 12:37:44 PM,40.74096374,,-73.98602213,,E 24 St & Park Ave S,,E 24 St & Park Ave S,1,In Service,False,53
,21,28,,492,,2017-09-01 12:36:51 PM,40.75019995,,-73.99093085,,W 33 St & 7 Ave,,W 33 St & 7 Ave,1,In Service,False,49
,4,31,,494,,2017-09-01 12:38:33 PM,40.74734825,,-73.99723551,,W 26 St & 8 Ave,,W 26 St & 8 Ave,1,In Service,False,35
,7,18,,495,,2017-09-01 12:37:32 PM,40.76269882,,-73.99301222,,W 47 St & 10 Ave,,W 47 St & 10 Ave,1,In Service,False,25
,45,0,,496,,2017-09-01 12:38:12 PM,40.73726186,,-73.99238967,,E 16 St & 5 Ave,,E 16 St & 5 Ave,1,In Service,False,47
,54,2,,497,,2017-09-01 12:39:20 PM,40.73704984,,-73.99009296,,E 17 St & Broadway,,E 17 St & Broadway,1,In Service,False,59
,7,22,,498,,2017-09-01 12:38:32 PM,40.74854862,,-73.98808416,,Broadway & W 32 St,,Broadway & W 32 St,1,In Service,False,30
,18,17,,499,,2017-09-01 12:38:18 PM,40.76915505,,-73.98191841,,Broadway & W 60 St,,Broadway & W 60 St,1,In Service,False,36
,25,25,,500,,2017-09-01 12:37:32 PM,40.76228826,,-73.98336183,,Broadway & W 51 St,,Broadway & W 51 St,1,In Service,False,52
,0,42,,501,,2017-09-01 12:38:18 PM,40.744219,,-73.97121214,,FDR Drive & E 35 St,,FDR Drive & E 35 St,1,In Service,False,43
,2,28,,502,,2017-09-01 12:38:19 PM,40.714215,,-73.981346,,Henry St & Grand St,,Henry St & Grand St,1,In Service,False,30
,28,1,,503,,2017-09-01 12:35:45 PM,40.73827428,,-73.98751968,,E 20 St & Park Ave,,E 20 St & Park Ave,1,In Service,False,29
,1,43,,504,,2017-09-01 12:35:32 PM,40.73221853,,-73.98165557,,1 Ave & E 16 St,,1 Ave & E 16 St,1,In Service,False,45
,3,32,,505,,2017-09-01 12:38:35 PM,40.74901271,,-73.98848395,,6 Ave & W 33 St,,6 Ave & W 33 St,1,In Service,False,36
,5,33,,507,,2017-09-01 12:39:21 PM,40.73912601,,-73.97973776,,E 25 St & 2 Ave,,E 25 St & 2 Ave,1,In Service,False,39
,3,21,,508,,2017-09-01 12:35:54 PM,40.76341379,,-73.99667444,,W 46 St & 11 Ave,,W 46 St & 11 Ave,1,In Service,False,24
,5,30,,509,,2017-09-01 12:35:40 PM,40.7454973,,-74.00197139,,9 Ave & W 22 St,,9 Ave & W 22 St,1,In Service,False,36
,0,27,,513,,2017-09-01 12:35:30 PM,40.768254,,-73.988639,,W 56 St & 10 Ave,,W 56 St & 10 Ave,1,In Service,False,27
,28,23,,514,,2017-09-01 12:36:24 PM,40.76087502,,-74.00277668,,12 Ave & W 40 St,,12 Ave & W 40 St,1,In Service,False,52
,0,34,,515,,2017-09-01 12:38:33 PM,40.76009437,,-73.99461843,,W 43 St & 10 Ave,,W 43 St & 10 Ave,1,In Service,False,35
,10,21,,516,,2017-09-01 12:29:39 PM,40.75206862,,-73.96784384,,E 47 St & 1 Ave,,E 47 St & 1 Ave,1,In Service,False,31
,11,47,,517,,2017-09-01 12:35:52 PM,40.751581,,-73.97791,,Pershing Square South,,Pershing Square South,1,In Service,False,59
,7,32,,518,,2017-09-01 12:38:24 PM,40.74780373,,-73.9734419,,E 39 St & 2 Ave,,E 39 St & 2 Ave,1,In Service,False,39
,17,44,,519,,2017-09-01 12:38:32 PM,40.751873,,-73.977706,,Pershing Square North,,Pershing Square North,1,In Service,False,61
,10,29,,520,,2017-09-01 12:38:09 PM,40.75992262,,-73.97648516,,W 52 St & 5 Ave,,W 52 St & 5 Ave,1,In Service,False,39
,45,3,,522,,2017-09-01 12:39:02 PM,40.75714758,,-73.97207836,,E 51 St & Lexington Ave,,E 51 St & Lexington Ave,1,In Service,False,51
,3,47,,523,,2017-09-01 12:38:52 PM,40.75466591,,-73.99138152,,W 38 St & 8 Ave,,W 38 St & 8 Ave,1,In Service,False,51
,37,15,,524,,2017-09-01 12:37:13 PM,40.75527307,,-73.98316936,,W 43 St & 6 Ave,,W 43 St & 6 Ave,1,In Service,False,55
,38,0,,525,,2017-09-01 12:36:03 PM,40.75594159,,-74.0021163,,W 34 St & 11 Ave,,W 34 St & 11 Ave,1,In Service,False,39
,11,27,,526,,2017-09-01 12:37:49 PM,40.74765947,,-73.98490707,,E 33 St & 5 Ave,,E 33 St & 5 Ave,1,In Service,False,39
,7,51,,527,,2017-09-01 12:38:57 PM,40.744023,,-73.976056,,E 33 St & 2 Ave,,E 33 St & 2 Ave,1,In Service,False,59
,6,32,,528,,2017-09-01 12:36:24 PM,40.74290902,,-73.97706058,,2 Ave & E 31 St,,2 Ave & E 31 St,1,In Service,False,39
,7,33,,529,,2017-09-01 12:39:19 PM,40.7575699,,-73.99098507,,W 42 St & 8 Ave,,W 42 St & 8 Ave,1,In Service,False,41
,0,36,,530,,2017-09-01 12:37:08 PM,40.771522,,-73.990541,,11 Ave & W 59 St,,11 Ave & W 59 St,1,In Service,False,36
,36,1,,531,,2017-09-01 12:37:37 PM,40.71893904,,-73.99266288,,Forsyth St & Broome St,,Forsyth St & Broome St,1,In Service,False,39
,18,22,,532,,2017-09-01 12:39:20 PM,40.710451,,-73.960876,,S 5 Pl & S 4 St,,S 5 Pl & S 4 St,1,In Service,False,43
,0,0,,533,,2017-06-15 11:58:39 AM,40.75299641,,-73.98721619,,Broadway & W 39 St,,Broadway & W 39 St,3,Not In Service,False,0
,23,8,,534,,2017-09-01 12:36:37 PM,40.70255065,,-74.0127234,,Water - Whitehall Plaza,,Water - Whitehall Plaza,1,In Service,False,31
,14,15,,536,,2017-09-01 12:38:48 PM,40.74144387,,-73.97536082,,1 Ave & E 30 St,,1 Ave & E 30 St,1,In Service,False,29
,8,30,,537,,2017-09-01 12:38:32 PM,40.74025878,,-73.98409214,,Lexington Ave & E 24 St,,Lexington Ave & E 24 St,1,In Service,False,39
,31,0,,539,,2017-09-01 12:39:11 PM,40.71534825,,-73.96024116,,Metropolitan Ave & Bedford Ave,,Metropolitan Ave & Bedford Ave,1,In Service,False,31
,5,24,,540,,2017-09-01 12:37:45 PM,40.7431155538,,-73.9821535349,,Lexington Ave & E 29 St,,Lexington Ave & E 29 St,1,In Service,False,30
,10,16,,545,,2017-09-01 12:39:16 PM,40.736502,,-73.97809472,,E 23 St & 1 Ave,,E 23 St & 1 Ave,1,In Service,False,27
,13,24,,546,,2017-09-01 12:38:47 PM,40.74444921,,-73.98303529,,E 30 St & Park Ave S,,E 30 St & Park Ave S,1,In Service,False,38
,30,0,,2000,,2017-09-01 12:38:05 PM,40.70255088,,-73.98940236,,Front St & Washington St,,Front St & Washington St,1,In Service,False,30
,14,1,,2001,,2017-09-01 12:38:47 PM,40.699773,,-73.979927,,Sands St & Navy St,,Sands St & Navy St,1,In Service,False,15
,24,2,,2002,,2017-09-01 12:37:21 PM,40.716887,,-73.963198,,Wythe Ave & Metropolitan Ave,,Wythe Ave & Metropolitan Ave,1,In Service,False,27
,0,37,,2003,,2017-09-01 12:39:06 PM,40.733812192,,-73.9805442095,,1 Ave & E 18 St,,1 Ave & E 18 St,1,In Service,False,39
,9,2,,2005,,2017-09-01 12:36:56 PM,40.70531194,,-73.97100056,,Railroad Ave & Kay Ave,,Railroad Ave & Kay Ave,1,In Service,False,12
,32,17,,2006,,2017-09-01 12:38:47 PM,40.76590936,,-73.97634151,,Central Park S & 6 Ave,,Central Park S & 6 Ave,1,In Service,False,49
,7,15,,2008,,2017-09-01 12:37:20 PM,40.70569254,,-74.01677685,,Little West St & 1 Pl,,Little West St & 1 Pl,1,In Service,False,24
,9,26,,2009,,2017-09-01 12:39:14 PM,40.71117444,,-73.99682619,,Catherine St & Monroe St,,Catherine St & Monroe St,1,In Service,False,35
,37,2,,2010,,2017-09-01 12:38:05 PM,40.72165481,,-74.00234737,,Grand St & Greene St,,Grand St & Greene St,1,In Service,False,39
,19,14,,2012,,2017-09-01 12:38:57 PM,40.739445,,-73.976806,,E 27 St & 1 Ave,,E 27 St & 1 Ave,1,In Service,False,36
,1,40,,2021,,2017-09-01 12:39:21 PM,40.75929124,,-73.98859651,,W 45 St & 8 Ave,,W 45 St & 8 Ave,1,In Service,False,43
,4,29,,2022,,2017-09-01 12:38:19 PM,40.759107,,-73.959223,,E 60 St & York Ave,,E 60 St & York Ave,1,In Service,False,33
,36,0,,2023,,2017-09-01 12:35:55 PM,40.75968085,,-73.97031366,,E 55 St & Lexington Ave,,E 55 St & Lexington Ave,1,In Service,False,36
,16,3,,3002,,2017-09-01 12:37:30 PM,40.711512,,-74.015756,,South End Ave & Liberty St,,South End Ave & Liberty St,1,In Service,False,25
,32,13,,3016,,2017-09-01 12:39:17 PM,40.720367753,,-73.9616507292,,Kent Ave & N 7 St,,Kent Ave & N 7 St,1,In Service,False,47
,11,12,,3041,,2017-09-01 12:38:57 PM,40.67890679,,-73.94142771,,Kingston Ave & Herkimer St,,Kingston Ave & Herkimer St,1,In Service,False,24
,1,17,,3042,,2017-09-01 12:36:08 PM,40.6794268,,-73.9298911,,Fulton St & Utica Ave,,Fulton St & Utica Ave,1,In Service,False,19
,10,8,,3043,,2017-09-01 12:37:20 PM,40.6814598,,-73.934903,,Lewis Ave & Decatur St,,Lewis Ave & Decatur St,1,In Service,False,19
,21,6,,3044,,2017-09-01 12:35:45 PM,40.6800105,,-73.938475,,Albany Ave & Fulton St,,Albany Ave & Fulton St,1,In Service,False,27
,13,6,,3046,,2017-09-01 12:37:03 PM,40.682601,,-73.938037,,Marcus Garvey Blvd & Macon St,,Marcus Garvey Blvd & Macon St,1,In Service,False,19
,0,21,,3047,,2017-09-01 12:37:23 PM,40.6823687,,-73.944118,,Halsey St & Tompkins Ave,,Halsey St & Tompkins Ave,1,In Service,False,21
,2,17,,3048,,2017-09-01 12:38:57 PM,40.68402,,-73.94977,,Putnam Ave & Nostrand Ave,,Putnam Ave & Nostrand Ave,1,In Service,False,19
,8,10,,3049,,2017-09-01 12:37:29 PM,40.68488,,-73.96304,,Cambridge Pl & Gates Ave,,Cambridge Pl & Gates Ave,1,In Service,False,18
,6,15,,3050,,2017-09-01 12:39:10 PM,40.6851532,,-73.94111,,Putnam Ave & Throop Ave,,Putnam Ave & Throop Ave,1,In Service,False,21
,2,21,,3052,,2017-09-01 12:36:01 PM,40.686312,,-73.935775,,Lewis Ave & Madison St,,Lewis Ave & Madison St,1,In Service,False,23
,16,7,,3053,,2017-09-01 12:36:31 PM,40.6900815,,-73.947915,,Marcy Ave & Lafayette Ave,,Marcy Ave & Lafayette Ave,1,In Service,False,23
,7,12,,3054,,2017-09-01 12:37:26 PM,40.6894932,,-73.942061,,Greene Ave & Throop Ave,,Greene Ave & Throop Ave,1,In Service,False,19
,8,15,,3055,,2017-09-01 12:38:02 PM,40.6883337,,-73.950916,,Greene Ave & Nostrand Ave,,Greene Ave & Nostrand Ave,1,In Service,False,23
,5,18,,3056,,2017-09-01 12:38:52 PM,40.69072549,,-73.95133465,,Kosciuszko St & Nostrand Ave,,Kosciuszko St & Nostrand Ave,1,In Service,False,23
,1,16,,3057,,2017-09-01 12:36:02 PM,40.69128258,,-73.9452416,,Kosciuszko St & Tompkins Ave,,Kosciuszko St & Tompkins Ave,1,In Service,False,18
,0,24,,3058,,2017-09-01 12:35:47 PM,40.69237074,,-73.93705428,,Lewis Ave & Kosciuszko St,,Lewis Ave & Kosciuszko St,1,In Service,False,24
,5,14,,3059,,2017-09-01 12:38:58 PM,40.6933982,,-73.939877,,Pulaski St & Marcus Garvey Blvd,,Pulaski St & Marcus Garvey Blvd,1,In Service,False,19
,2,17,,3060,,2017-09-01 12:38:26 PM,40.69425403,,-73.94626915,,Willoughby Ave & Tompkins Ave,,Willoughby Ave & Tompkins Ave,1,In Service,False,19
,7,14,,3061,,2017-09-01 12:38:48 PM,40.69622937,,-73.94371094,,Throop Ave & Myrtle Ave,,Throop Ave & Myrtle Ave,1,In Service,False,21
,6,16,,3062,,2017-09-01 12:36:41 PM,40.69539817,,-73.94954908,,Myrtle Ave & Marcy Ave,,Myrtle Ave & Marcy Ave,1,In Service,False,23
,12,7,,3063,,2017-09-01 12:37:03 PM,40.69527008,,-73.95238108,,Nostrand Ave & Myrtle Ave,,Nostrand Ave & Myrtle Ave,1,In Service,False,20
,21,2,,3064,,2017-09-01 12:38:10 PM,40.69681963,,-73.93756926,,Myrtle Ave & Lewis Ave,,Myrtle Ave & Lewis Ave,1,In Service,False,23
,16,11,,3065,,2017-09-01 12:36:15 PM,40.70029511,,-73.95032283,,Union Ave & Wallabout St,,Union Ave & Wallabout St,1,In Service,False,27
,15,3,,3066,,2017-09-01 12:39:18 PM,40.69957608,,-73.94708417,,Tompkins Ave & Hopkins St,,Tompkins Ave & Hopkins St,1,In Service,False,19
,13,14,,3067,,2017-09-01 12:35:37 PM,40.7016657,,-73.9437303,,Broadway & Whipple St,,Broadway & Whipple St,1,In Service,False,27
,19,5,,3068,,2017-09-01 12:36:18 PM,40.7031724,,-73.940636,,Humboldt St & Varet St,,Humboldt St & Varet St,1,In Service,False,24
,20,5,,3069,,2017-09-01 12:37:36 PM,40.70411791,,-73.94818595,,Lorimer St & Broadway,,Lorimer St & Broadway,1,In Service,False,25
,9,14,,3070,,2017-09-01 12:39:18 PM,40.70510918,,-73.94407279,,McKibbin St & Manhattan Ave,,McKibbin St & Manhattan Ave,1,In Service,False,23
,0,19,,3071,,2017-09-01 12:36:34 PM,40.70538077,,-73.94976519,,Boerum St & Broadway,,Boerum St & Broadway,1,In Service,False,19
,8,15,,3072,,2017-09-01 12:39:07 PM,40.70583339,,-73.94644578,,Leonard St & Boerum St,,Leonard St & Boerum St,1,In Service,False,24
,9,16,,3073,,2017-09-01 12:38:02 PM,40.70691254,,-73.95441667,,Division Ave & Hooper St,,Division Ave & Hooper St,1,In Service,False,27
,31,0,,3074,,2017-09-01 12:35:54 PM,40.70767788,,-73.94016171,,Montrose Ave & Bushwick Ave,,Montrose Ave & Bushwick Ave,1,In Service,False,31
,14,19,,3075,,2017-09-01 12:37:55 PM,40.70708701,,-73.95796783,,Division Ave & Marcy Ave,,Division Ave & Marcy Ave,1,In Service,False,33
